id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion,gama_precio,facturacion_estimada_ars,es_envio_full,es_mercadolider
MLA1568194601,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,337868,337868,0,1519,5,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),513221492,1,1
MLA1520637911,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1918223,1918223,0,321,11,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),615749583,1,0
MLA1528234800,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1148199,1530932,25,676,27,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),776182524,1,1
MLA1360756141,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,351799,351799,0,1155,13,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),406327845,0,0
MLA1602318275,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2270926,2270926,0,202,4,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),458727052,0,0
MLA1359966864,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2020199,2020199,0,573,23,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1157574027,1,1
MLA1127046321,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,400225,400225,0,1655,27,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),662372375,0,1
MLA1184988226,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1297238,1297238,0,212,18,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),275014456,1,0
MLA1298293113,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,382441,382441,0,1690,28,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),646325290,0,1
MLA1677789897,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,488585,488585,0,1597,38,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),780270245,1,1
MLA1650835116,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,358482,358482,0,1038,8,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),372104316,0,1
MLA1768993978,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,301290,401720,25,757,32,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),228076530,1,1
MLA1082501854,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1228676,1445501,15,1352,9,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),1661169952,0,1
MLA1170105552,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2281827,2281827,0,1227,29,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),2799801729,1,1
MLA1490024108,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2789380,3486725,20,1257,21,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),3506250660,0,0
